# DURATION     TID     FUNCTION
   0.422 us [ 63010] |                 lseek();
   0.879 us [ 63010] |                 read();
  16.183 us [ 63010] |               } /* disk_read */
  16.402 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.354 us [ 63010] |                 lseek();
   0.935 us [ 63010] |                 read();
   1.745 us [ 63010] |               } /* disk_read */
   1.925 us [ 63010] |             } /* read_block */
  19.041 us [ 63010] |           } /* dir_load */
   0.125 us [ 63010] |           strcmp();
   0.108 us [ 63010] |           strcmp();
   0.397 us [ 63010] |           free();
   0.160 us [ 63010] |           free();
  25.475 us [ 63010] |         } /* fs_resolve_path */
  26.385 us [ 63010] |       } /* sfuse_getattr_cb */
   9.542  s [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   1.121 us [ 63010] |           fuse_get_context();
   4.512 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.341 us [ 63010] |           strcmp();
   0.738 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   1.657 us [ 63010] |             lseek();
   4.143 us [ 63010] |             read();
   6.355 us [ 63010] |           } /* disk_read */
   6.917 us [ 63010] |         } /* inode_load */
   0.120 us [ 63010] |         memset();
  13.595 us [ 63010] |       } /* sfuse_getattr_cb */
   6.081 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_access_cb() {
            [ 63010] |         get_fs_context() {
   0.084 us [ 63010] |           fuse_get_context();
   0.383 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.110 us [ 63010] |           strcmp();
   0.311 us [ 63010] |         } /* fs_resolve_path */
   1.059 us [ 63010] |       } /* sfuse_access_cb */
   9.487 us [ 63010] |       /* linux:schedule */
 550.935 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_statfs_cb() {
            [ 63010] |         get_fs_context() {
   0.121 us [ 63010] |           fuse_get_context();
   0.456 us [ 63010] |         } /* get_fs_context */
   0.123 us [ 63010] |         memset();
   0.964 us [ 63010] |       } /* sfuse_statfs_cb */
  54.606  s [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.978 us [ 63010] |           fuse_get_context();
   5.133 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.450 us [ 63010] |           strcmp();
   1.086 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   2.789 us [ 63010] |             lseek();
   7.815 us [ 63010] |             read();
  11.435 us [ 63010] |           } /* disk_read */
  12.149 us [ 63010] |         } /* inode_load */
   0.168 us [ 63010] |         memset();
  20.332 us [ 63010] |       } /* sfuse_getattr_cb */
   2.607  s [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   1.002 us [ 63010] |           fuse_get_context();
   5.274 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.513 us [ 63010] |           strcmp();
   0.623 us [ 63010] |           strdup();
   1.488 us [ 63010] |           strtok();
   1.434 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
   2.854 us [ 63010] |                 lseek();
   8.101 us [ 63010] |                 read();
  11.885 us [ 63010] |               } /* disk_read */
  12.371 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.418 us [ 63010] |                 lseek();
   2.778 us [ 63010] |                 read();
   3.704 us [ 63010] |               } /* disk_read */
   4.038 us [ 63010] |             } /* read_block */
  17.172 us [ 63010] |           } /* dir_load */
   0.167 us [ 63010] |           strcmp();
   0.129 us [ 63010] |           strcmp();
   1.675 us [ 63010] |           free();
   0.175 us [ 63010] |           free();
  27.925 us [ 63010] |         } /* fs_resolve_path */
  34.496 us [ 63010] |       } /* sfuse_getattr_cb */
 171.333 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.166 us [ 63010] |           fuse_get_context();
   0.584 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.209 us [ 63010] |           strcmp();
   0.172 us [ 63010] |           strdup();
   0.165 us [ 63010] |           strtok();
   0.208 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
   0.425 us [ 63010] |                 lseek();
   0.886 us [ 63010] |                 read();
   1.858 us [ 63010] |               } /* disk_read */
   2.069 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.378 us [ 63010] |                 lseek();
   0.986 us [ 63010] |                 read();
   1.821 us [ 63010] |               } /* disk_read */
   2.031 us [ 63010] |             } /* read_block */
   4.492 us [ 63010] |           } /* dir_load */
   0.305 us [ 63010] |           strcmp();
   0.134 us [ 63010] |           strcmp();
   0.216 us [ 63010] |           free();
   0.121 us [ 63010] |           free();
   8.194 us [ 63010] |         } /* fs_resolve_path */
   9.208 us [ 63010] |       } /* sfuse_getattr_cb */
 190.953 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_create_cb() {
            [ 63010] |         get_fs_context() {
   0.486 us [ 63010] |           fuse_get_context();
   2.690 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_split_path() {
   0.473 us [ 63010] |           strdup();
   8.223 us [ 63010] |           strrchr();
   0.204 us [ 63010] |           strdup();
   0.208 us [ 63010] |           free();
  11.219 us [ 63010] |         } /* fs_split_path */
   0.199 us [ 63010] |         alloc_inode();
   0.118 us [ 63010] |         fuse_get_context();
   0.116 us [ 63010] |         fuse_get_context();
            [ 63010] |         fs_init_inode() {
   0.202 us [ 63010] |           memset();
   0.167 us [ 63010] |           time();
   1.331 us [ 63010] |         } /* fs_init_inode */
            [ 63010] |         inode_sync() {
            [ 63010] |           disk_write() {
   1.614 us [ 63010] |             lseek();
            [ 63010] |             write() {
  24.408 ms [ 63010] |               /* linux:schedule */
 631.913 us [ 63010] |               /* linux:schedule */
  25.186 ms [ 63010] |             } /* write */
  25.193 ms [ 63010] |           } /* disk_write */
  25.194 ms [ 63010] |         } /* inode_sync */
            [ 63010] |         dir_add_entry() {
            [ 63010] |           inode_load() {
            [ 63010] |             disk_read() {
   4.266 us [ 63010] |               lseek();
  10.840 us [ 63010] |               read();
  17.681 us [ 63010] |             } /* disk_read */
  18.275 us [ 63010] |           } /* inode_load */
   2.234 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
   0.755 us [ 63010] |                 lseek();
   1.273 us [ 63010] |                 read();
   2.998 us [ 63010] |               } /* disk_read */
   3.326 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.644 us [ 63010] |                 lseek();
   3.782 us [ 63010] |                 read();
   5.347 us [ 63010] |               } /* disk_read */
   5.864 us [ 63010] |             } /* read_block */
  10.467 us [ 63010] |           } /* dir_load */
   8.605 us [ 63010] |           strncpy();
            [ 63010] |           write_block() {
            [ 63010] |             disk_write() {
   0.683 us [ 63010] |               lseek();
            [ 63010] |               write() {
  18.127 us [ 63010] |                 /* linux:schedule */
  12.682 us [ 63010] |                 /* linux:schedule (pre-empted) */
 359.946 us [ 63010] |                 /* linux:schedule */
 456.447 us [ 63010] |               } /* write */
 458.232 us [ 63010] |             } /* disk_write */
 458.798 us [ 63010] |           } /* write_block */
            [ 63010] |           sb_sync() {
            [ 63010] |             disk_write() {
   0.943 us [ 63010] |               lseek();
            [ 63010] |               write() {
  16.052 us [ 63010] |                 /* linux:schedule */
   9.565 us [ 63010] |                 /* linux:schedule (pre-empted) */
 365.714 us [ 63010] |                 /* linux:schedule */
 421.150 us [ 63010] |               } /* write */
 423.122 us [ 63010] |             } /* disk_write */
 424.121 us [ 63010] |           } /* sb_sync */
            [ 63010] |           bitmap_sync() {
            [ 63010] |             disk_write() {
   1.421 us [ 63010] |               lseek();
            [ 63010] |               write() {
 100.940 us [ 63010] |                 /* linux:schedule */
   9.097 us [ 63010] |                 /* linux:schedule (pre-empted) */
 574.901 us [ 63010] |                 /* linux:schedule */
 853.916 us [ 63010] |               } /* write */
 914.479 us [ 63010] |             } /* disk_write */
 915.174 us [ 63010] |           } /* bitmap_sync */
            [ 63010] |           bitmap_sync() {
            [ 63010] |             disk_write() {
   0.752 us [ 63010] |               lseek();
            [ 63010] |               write() {
  17.381 us [ 63010] |                 /* linux:schedule */
   9.327 us [ 63010] |                 /* linux:schedule (pre-empted) */
 392.226 us [ 63010] |                 /* linux:schedule */
 456.678 us [ 63010] |               } /* write */
 459.012 us [ 63010] |             } /* disk_write */
 459.768 us [ 63010] |           } /* bitmap_sync */
   3.888 us [ 63010] |           free();
   2.308 ms [ 63010] |         } /* dir_add_entry */
   1.015 us [ 63010] |         free();
  27.524 ms [ 63010] |       } /* sfuse_create_cb */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.266 us [ 63010] |           fuse_get_context();
   0.988 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.697 us [ 63010] |           strcmp();
   0.924 us [ 63010] |           strdup();
   1.908 us [ 63010] |           strtok();
   0.476 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
   0.755 us [ 63010] |                 lseek();
   1.813 us [ 63010] |                 read();
   3.655 us [ 63010] |               } /* disk_read */
   4.001 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.645 us [ 63010] |                 lseek();
   2.078 us [ 63010] |                 read();
   3.425 us [ 63010] |               } /* disk_read */
   3.847 us [ 63010] |             } /* read_block */
   8.866 us [ 63010] |           } /* dir_load */
   0.353 us [ 63010] |           strcmp();
   0.227 us [ 63010] |           strcmp();
   0.228 us [ 63010] |           strcmp();
   0.392 us [ 63010] |           free();
   0.355 us [ 63010] |           strtok();
   0.267 us [ 63010] |           free();
  19.067 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.612 us [ 63010] |             lseek();
   1.213 us [ 63010] |             read();
   2.443 us [ 63010] |           } /* disk_read */
   2.783 us [ 63010] |         } /* inode_load */
   0.380 us [ 63010] |         memset();
  24.526 us [ 63010] |       } /* sfuse_getattr_cb */
 861.926 us [ 63010] |       /* linux:schedule */
   0.189 us [ 63010] |       sfuse_getxattr_cb();
 112.453 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_write_cb() {
            [ 63010] |         get_fs_context() {
   0.249 us [ 63010] |           fuse_get_context();
   1.254 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.301 us [ 63010] |           strcmp();
   0.241 us [ 63010] |           strdup();
   0.742 us [ 63010] |           strtok();
   0.400 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
   0.714 us [ 63010] |                 lseek();
   1.647 us [ 63010] |                 read();
   3.182 us [ 63010] |               } /* disk_read */
   3.555 us [ 63010] |             } /* inode_load */
            [ 63010] |             read_block() {
            [ 63010] |               disk_read() {
   0.606 us [ 63010] |                 lseek();
   1.747 us [ 63010] |                 read();
   3.106 us [ 63010] |               } /* disk_read */
   3.458 us [ 63010] |             } /* read_block */
   7.615 us [ 63010] |           } /* dir_load */
   0.242 us [ 63010] |           strcmp();
   0.195 us [ 63010] |           strcmp();
   0.202 us [ 63010] |           strcmp();
   0.404 us [ 63010] |           free();
   0.231 us [ 63010] |           strtok();
   0.195 us [ 63010] |           free();
  13.767 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.639 us [ 63010] |             lseek();
   1.183 us [ 63010] |             read();
   2.516 us [ 63010] |           } /* disk_read */
   2.876 us [ 63010] |         } /* inode_load */
   0.261 us [ 63010] |         logical_to_physical();
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.609 us [ 63010] |             lseek();
   2.874 us [ 63010] |             read();
   4.266 us [ 63010] |           } /* disk_read */
   4.724 us [ 63010] |         } /* read_block */
   7.320 us [ 63010] |         memcpy();
            [ 63010] |         write_block() {
            [ 63010] |           disk_write() {
   0.699 us [ 63010] |             lseek();
            [ 63010] |             write() {
  21.862 us [ 63010] |               /* linux:schedule */
  10.815 us [ 63010] |               /* linux:schedule (pre-empted) */
 373.375 us [ 63010] |               /* linux:schedule */
 452.488 us [ 63010] |             } /* write */
 454.071 us [ 63010] |           } /* disk_write */
 454.419 us [ 63010] |         } /* write_block */
   0.251 us [ 63010] |         time();
            [ 63010] |         inode_sync() {
            [ 63010] |           disk_write() {
   0.751 us [ 63010] |             lseek();
            [ 63010] |             write() {
  15.230 us [ 63010] |               /* linux:schedule */
   9.281 us [ 63010] |               /* linux:schedule (pre-empted) */
 417.033 us [ 63010] |               /* linux:schedule */
 489.827 us [ 63010] |             } /* write */
 493.646 us [ 63010] |           } /* disk_write */
 494.676 us [ 63010] |         } /* inode_sync */
 983.507 us [ 63010] |       } /* sfuse_write_cb */
  74.196 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_flush_cb() {
            [ 63010] |         get_fs_context() {
   0.348 us [ 63010] |           fuse_get_context();
   2.483 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fsync() {
  78.623 us [ 63010] |           /* linux:schedule */
 119.566 us [ 63010] |         } /* fsync */
 123.979 us [ 63010] |       } /* sfuse_flush_cb */
  26.730 us [ 63010] |       /* linux:schedule */
   4.098  s [ 63010] |       /* linux:schedule */

uftrace stopped tracing with remaining functions
================================================
task: 63010
[2] fuse_main_real_versioned
[1] fuse_main_fn
[0] main

